Id,Name,Price,Old_price,Category,State,Delivery_price,Dicount_Percentage
9723463611,"PISTOLET WIATRÓWKA UMAREX DX17 4,5 mm BB I DIABOLO",89.9,149.9,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,98.89,40
9467028077,"PISTOLET Wiatrówka Glock 22 Gen4 BB 4,5 mm CO2",299.0,349.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,0
7141830047,Wiatrówka Pistolet BORNER C11 + ŚRUT+TARCZE +5xCO2,159.0,239.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,167.99,33
7981596967,ZESTAW STRZELBA UMAREX HDS 68 T4E CO2 KULE GUMOWE,628.99,999.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,37
9554605702,"wiatrówka karabinek Norica Black Ops Sniper 4,5mm",999.0,1099.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,1014.0,9
9614664504,"Pistolet wiatrówka RazorGun Excite 4,5 mm BB CO2",149.0,219.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,157.99,31
8656644153,ZESTAW COMBAT WALTHER PPQ T4E M2 100xCO2 500xKULE,999.0,1399.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,28
9149383325,"WIATRÓWKA PCP Walther REIGN RM8 LIMITED 4,5 mm",2499.0,3999.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,37
7860188455,ZESTAW rewolwer HDR 50 T4E NABÓJ co2 KULE kal 50,548.99,999.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,45
9811048126,"Karabinek Walther Rotex RM8 Wood Diabolo 4,5 mm",2299.0,2499.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,8
9552467627,Pistolet wiatrówka Umarex 40 XP BLOW BACK ZESTAW,277.0,377.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,285.99,26
8422642189,"Wiatrówka Crosman Summit Nitro Piston 4,5 z lunetą",799.0,999.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,20
7860728417,ZESTAW pistolet WALTHER PPQ M2 nabój CO2 KULE .43,1199.0,1399.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,14
9809534656,"Wiatrówka Karabinek Hammerli 850 AirMagnum 4,5 mm",999.0,1299.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,1011.99,0
8216925821,Wiatrówka karabinek Crosman Summit z lunetą+GRATIS,799.0,999.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,20
9470463439,REWOLWER Umarex HDR 50 RAM T4E+ZESTAW CO2+KULE,399.0,559.99,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,28
9723463611,"PISTOLET WIATRÓWKA UMAREX DX17 4,5 mm BB I DIABOLO",89.9,149.9,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,98.89,40
9467028077,"PISTOLET Wiatrówka Glock 22 Gen4 BB 4,5 mm CO2",299.0,349.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,0.0,0
7141830047,Wiatrówka Pistolet BORNER C11 + ŚRUT+TARCZE +5xCO2,159.0,239.0,Allegro Sport i turystyka Militaria Wiatrówki,Nowy,167.99,33
