Id,Name,Price,Old_price,Category,State,Delivery_price,Dicount_Percentage
6921931810,ZEGAREK MĘSKI GIACOMO DESIGN GD11 3 WZORY!,299.0,760.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,60
9817935753,SMART WATCH ZEGAREK MĘSKI WOJSKO ANDROID IOS X12,139.0,499.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,72
8038965131,Zegarek męski na rękę Ruben Verdu Srebrny Mesh,189.0,369.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,48
6922669723,ZEGAREK MĘSKI RUBEN VERDU RV14 SPORT MULTIKOLOR!,109.0,159.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,0
9491764445,ZEGAREK KIESZONKOWY DREWNO,69.99,89.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,0
9434244775,Zegarek męski kwarcowy skórzany pasek klasyk duży,40.0,44.8,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,0
9328669779,SMARTWATCH zegarek SMARTBAND Puls Krokomierz,69.89,128.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,45
9679596420,ZEGAREK MĘSKI GINO ROSSI klasyczny datownik GRAWER,139.0,239.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,41
9231746598,ZEGAREK MĘSKI SMARTWATCH GINO ROSSI CIŚNIENIE PULS,149.0,269.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,44
8748864095,ZEGAREK MĘSKI GINO ROSSI BRUTUS BRANSOLETA GRAWER,155.0,249.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,37
8288319562,SKMEI 1389 Zegarek męski Elektroniczny - 4 KOLORY,76.99,148.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,48
9341655683,ZEGAREK MĘSKI SMARTWATCH PULS SEN KROKI SMS FB,199.0,499.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,60
9328909903,SKMEI Klasyczny Zegarek męski DATOWNIK,69.89,127.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,45
8703501155,SMARTWATCH zegarek SMARTBAND Pulsometr Krokomierz,119.99,198.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,39
9724854069,ZEGAREK MĘSKI PERFECT BEAGLE datownik alarm GRAWER,109.0,199.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,45
9561116415,ZEGAREK MĘSKI SMARTWATCH RUBICON CIŚNIENIE SMS FB,125.0,139.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,0
8940758901,ZEGAREK MĘSKI SMARTWATCH RUBICON SEN PULS SMS KROK,123.0,137.63,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,0
9912020129,ZEGAREK MĘSKI ANALOGOWY KLASYCZNY A274 CZAR,7.99,29.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,72
9134639084,Zegarek męski Gino Rossi GRANT + PUDEŁKO + GRAWER,99.0,219.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,54
9543257245,ZEGAREK MĘSKI NAVIFORCE stoper data +BOX +GRAWER,139.0,239.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,41
8995677847,Klasyczny Elegancki Sportowy Zegarek Męski,147.99,249.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,40
9320509327,SMARTWATCH Zegarek męski SMARTBAND bluetooth,69.89,124.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,44
7715398250,ZEGAREK MĘSKI GINO ROSSI datownik + BOX + GRAWER,149.0,239.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,37
7857782317,ZEGAREK MĘSKI GINO ROSSI VENTO datownik + GRAWER,149.0,259.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,42
8869668141,SMARTWATCH zegarek SMARTBAND Pulsometr Krokomierz,69.99,117.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,40
8721671494,ZEGAREK MĘSKI TESTAROSSA TR8150 PASEK SKÓRZANY,109.0,429.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,74
9364153686,GIANCOMO Klasyczny Zegarek męski Sportowy,49.99,89.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,44
8869857047,SMARTWATCH Zegarek elektroniczny BLUETOOTH - 4 KOL,94.99,178.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,46
7018312990,Zegarek męski Casio G-Shock GA-100-1A2ER czarny,310.0,555.006,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,44
7734815737,Zegarek męski Casio G-Shock DW-5600BBN czarny 200M,349.0,575.006,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,39
8548090497,ZEGAREK MĘSKI GINO ROSSI CARBON SLIM +BOX +GRAWER,129.0,229.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,43
9339230028,Zegarek męski Perfect Bruno pasek + BOX + GRAWER,69.0,129.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,46
7534178088,Zegarek męski Casio Edifice EFV-560D bransoleta,309.0,579.006,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,46
8538455738,Zegarek Timex T2N793 czarny,179.0,299.006,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,40
9310611124,Zegarek Gino Rossi Exclusive CHRONOGRAF BOX GRAWER,169.0,259.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,34
9011072784,SMARTBAND Zegarek SMARTWATCH PULSOMETR 4 KOLORY,149.99,229.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,34
8856925128,SKMEI Zegarek męski elektroniczny sportowy - 6 KOL,40.0,78.88,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,49
7534174892,Zegarek męski Edifice Momentum EFV-560D srebrny,299.0,579.006,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,48
8562715514,ZEGAREK MĘSKI GINO ROSSI WIZARD datownik + GRAWER,149.0,249.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,40
8394258964,Zegarek męski SKMEI altimetr termometr kompas data,94.89,148.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,36
7231196565,ZEGAREK MĘSKI GINO ROSSI VENTO datownik + GRAWER,149.0,239.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,37
6359882579,Militarny Zegarek skórzany ARMY Męski retro CAMEL,21.99,29.99,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,26
9737156432,T13 F1 LED MĘSKI SPORTOWY ZEGAREK BINARNY,19.99,29.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,31
9363329272,Zegarek Gino Rossi Exclusive CHRONOGRAF BOX GRAWER,169.0,259.0,Allegro Moda Biżuteria i Zegarki Zegarki Męskie,,0.0,34
